January 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
TX-381,"Randall County",40.5,115,4.9,35.6
TX-383,"Reagan County",48.9,113,5.1,43.8
TX-385,"Real County",52.4,111,4.5,47.9
TX-387,"Red River County",47.0,112,4.8,42.2
TX-389,"Reeves County",48.2,107,3.8,44.4
TX-391,"Refugio County",60.0,116,5.8,54.2
TX-393,"Roberts County",40.7,118,5.8,34.9
TX-395,"Robertson County",51.3,105,4.0,47.3
TX-397,"Rockwall County",49.2,116,5.8,43.4
TX-399,"Runnels County",49.7,117,5.8,43.9
TX-401,"Rusk County",50.8,106,4.1,46.7
TX-403,"Sabine County",53.2,116,5.3,47.9
TX-405,"San Augustine County",53.2,116,5.3,47.9
TX-407,"San Jacinto County",54.1,105,4.5,49.6
TX-409,"San Patricio County",60.8,117,5.8,55
TX-411,"San Saba County",52.2,120,6.4,45.8
TX-413,"Schleicher County",50.1,117,5.6,44.5
TX-415,"Scurry County",47.4,118,5.3,42.1
TX-417,"Shackelford County",48.6,116,5.8,42.8
TX-419,"Shelby County",51.2,104,3.9,47.3
TX-421,"Sherman County",38.4,108,4.5,33.9
TX-423,"Smith County",49.9,108,4.6,45.3
TX-425,"Somervell County",50.7,117,6.0,44.7
TX-427,"Starr County",64.3,118,6.6,57.7
TX-429,"Stephens County",48.7,117,6.1,42.6
TX-431,"Sterling County",48.1,111,4.7,43.4
TX-433,"Stonewall County",47.4,118,5.5,41.9
TX-435,"Sutton County",50.5,116,5.2,45.3
TX-437,"Swisher County",41.3,111,4.7,36.6
TX-439,"Tarrant County",50.3,116,6.1,44.2
TX-441,"Taylor County",48.9,118,5.7,43.2
TX-443,"Terrell County",51.0,111,4.5,46.5
TX-445,"Terry County",43.8,108,3.8,40
TX-447,"Throckmorton County",48.4,119,6.4,42
TX-449,"Titus County",48.2,111,4.9,43.3
TX-451,"Tom Green County",50.1,116,5.5,44.6
TX-453,"Travis County",54.6,117,6.2,48.4
TX-455,"Trinity County",52.1,101,3.7,48.4
TX-457,"Tyler County",53.8,110,4.6,49.2
TX-459,"Upshur County",49.0,106,4.1,44.9
TX-461,"Upton County",49.5,112,4.9,44.6
TX-463,"Uvalde County",55.0,110,4.4,50.6
TX-465,"Val Verde County",52.8,110,4.6,48.2
TX-467,"Van Zandt County",49.6,115,5.5,44.1
TX-469,"Victoria County",59.8,121,6.8,53
TX-471,"Walker County",52.8,101,3.9,48.9
TX-473,"Waller County",56.1,111,5.7,50.4
TX-475,"Ward County",48.8,112,4.8,44
TX-477,"Washington County",55.1,114,5.7,49.4
TX-479,"Webb County",60.6,117,6.3,54.3
TX-481,"Wharton County",58.9,120,6.7,52.2
TX-483,"Wheeler County",42.1,118,6.3,35.8
TX-485,"Wichita County",46.6,118,6.4,40.2
TX-487,"Wilbarger County",46.4,120,6.5,39.9
TX-489,"Willacy County",65.8,121,7.0,58.8
TX-491,"Williamson County",53.5,116,6.0,47.5
TX-493,"Wilson County",57.3,116,5.7,51.6
TX-495,"Winkler County",47.9,113,4.8,43.1
TX-497,"Wise County",48.6,117,6.3,42.3
TX-499,"Wood County",49.0,111,5.1,43.9
TX-501,"Yoakum County",43.2,107,3.9,39.3
TX-503,"Young County",48.5,120,6.6,41.9
TX-505,"Zapata County",62.8,118,6.4,56.4
TX-507,"Zavala County",57.3,114,5.3,52
UT-001,"Beaver County",32.9,110,5.6,27.3
UT-003,"Box Elder County",28.4,103,4.6,23.8
UT-005,"Cache County",26.8,107,5.5,21.3
UT-007,"Carbon County",21.9,65,1.0,20.9
UT-009,"Daggett County",22.4,84,2.4,20
UT-011,"Davis County",31.8,110,5.6,26.2
UT-013,"Duchesne County",21.3,83,2.7,18.6
UT-015,"Emery County",24.8,52,0.2,24.6
UT-017,"Garfield County",28.0,76,1.7,26.3
UT-019,"Grand County",25.2,63,0.9,24.3
UT-021,"Iron County",32.0,106,4.4,27.6
UT-023,"Juab County",32.6,110,5.6,27
UT-025,"Kane County",32.4,88,2.4,30
UT-027,"Millard County",33.4,112,5.8,27.6
UT-029,"Morgan County",27.9,111,5.4,22.5
UT-031,"Piute County",27.7,100,3.8,23.9
UT-033,"Rich County",22.5,96,4.4,18.1
UT-035,"Salt Lake County",32.0,112,5.6,26.4
UT-037,"San Juan County",30.0,72,1.4,28.6
UT-039,"Sanpete County",26.6,98,3.5,23.1
UT-041,"Sevier County",27.2,79,2.2,25
UT-043,"Summit County",22.5,88,3.0,19.5
UT-045,"Tooele County",32.0,111,5.6,26.4
UT-047,"Uintah County",20.2,76,1.6,18.6
UT-049,"Utah County",29.1,102,4.6,24.5
UT-051,"Wasatch County",24.5,94,3.7,20.8
UT-053,"Washington County",38.4,98,3.2,35.2
UT-055,"Wayne County",27.0,60,0.6,26.4
UT-057,"Weber County",28.8,110,5.7,23.1
VT-001,"Addison County",24.2,116,7.8,16.4
VT-003,"Bennington County",26.1,118,8.8,17.3
VT-005,"Caledonia County",20.5,115,7.4,13.1
VT-007,"Chittenden County",24.3,116,8.3,16
VT-009,"Essex County",20.4,117,8.3,12.1
VT-011,"Franklin County",22.9,115,8.3,14.6
VT-013,"Grand Isle County",23.5,115,7.7,15.8
VT-015,"Lamoille County",22.0,116,8.6,13.4
VT-017,"Orange County",23.2,117,8.3,14.9
VT-019,"Orleans County",21.2,117,8.6,12.6
VT-021,"Rutland County",24.7,116,8.0,16.7
VT-023,"Washington County",22.1,116,7.9,14.2
VT-025,"Windham County",26.4,117,8.1,18.3
VT-027,"Windsor County",24.9,117,8.3,16.6
VA-001,"Accomack County",43.3,117,6.2,37.1
VA-003,"Albemarle County",40.6,116,6.4,34.2
VA-005,"Alleghany County",37.3,112,5.4,31.9
VA-007,"Amelia County",42.5,115,5.7,36.8
VA-009,"Amherst County",39.6,113,5.3,34.3
VA-011,"Appomattox County",41.1,116,5.7,35.4
VA-013,"Arlington County",40.2,117,6.5,33.7
VA-015,"Augusta County",37.8,116,6.3,31.5
VA-017,"Bath County",36.4,113,5.6,30.8
VA-019,"Bedford County",40.2,112,4.9,35.3
VA-021,"Bland County",37.2,110,5.4,31.8
VA-023,"Botetourt County",38.9,110,4.6,34.3
VA-025,"Brunswick County",44.1,117,6.4,37.7
VA-027,"Buchanan County",40.0,115,6.4,33.6
VA-029,"Buckingham County",41.5,116,5.7,35.8
VA-031,"Campbell County",41.3,116,5.9,35.4
VA-033,"Caroline County",40.7,113,5.3,35.4
VA-035,"Carroll County",38.6,115,6.0,32.6
VA-036,"Charles City County",43.8,112,5.2,38.6
VA-037,"Charlotte County",42.2,117,6.1,36.1
VA-041,"Chesterfield County",42.8,114,5.4,37.4
VA-043,"Clarke County",38.0,117,7.2,30.8
VA-045,"Craig County",37.2,110,5.0,32.2
VA-047,"Culpeper County",40.1,116,6.9,33.2
VA-049,"Cumberland County",41.8,115,5.6,36.2
VA-051,"Dickenson County",39.9,114,6.1,33.8
VA-053,"Dinwiddie County",43.8,116,6.2,37.6
VA-057,"Essex County",41.0,109,4.7,36.3
VA-059,"Fairfax County",39.9,117,6.7,33.2
VA-061,"Fauquier County",39.0,116,7.0,32
VA-063,"Floyd County",37.3,114,5.6,31.7
VA-065,"Fluvanna County",41.2,116,5.8,35.4
VA-067,"Franklin County",40.5,111,5.1,35.4
VA-069,"Frederick County",37.6,116,7.5,30.1
VA-071,"Giles County",37.6,115,5.8,31.8
VA-073,"Gloucester County",43.3,113,5.0,38.3
VA-075,"Goochland County",40.9,109,5.0,35.9
VA-077,"Grayson County",37.0,113,5.7,31.3
VA-079,"Greene County",39.2,117,6.7,32.5
VA-081,"Greensville County",44.8,116,6.4,38.4
VA-083,"Halifax County",42.5,116,5.8,36.7
VA-085,"Hanover County",41.1,111,4.9,36.2
VA-087,"Henrico County",42.3,111,5.0,37.3
VA-089,"Henry County",41.8,113,5.2,36.6
VA-091,"Highland County",33.9,114,5.8,28.1
VA-093,"Isle of Wight County",45.5,116,6.0,39.5
VA-095,"James City County",43.9,113,5.3,38.6
VA-097,"King and Queen County",41.4,108,4.5,36.9
VA-099,"King George County",41.4,117,6.2,35.2
VA-101,"King William County",41.4,107,4.6,36.8
VA-103,"Lancaster County",41.7,110,4.7,37
VA-105,"Lee County",40.4,111,5.5,34.9
VA-107,"Loudoun County",38.4,116,7.1,31.3
VA-109,"Louisa County",40.1,113,5.3,34.8
VA-111,"Lunenburg County",43.0,117,6.3,36.7
VA-113,"Madison County",39.2,117,7.0,32.2
VA-115,"Mathews County",43.4,113,5.2,38.2
VA-117,"Mecklenburg County",43.5,116,6.1,37.4
VA-119,"Middlesex County",42.0,109,4.6,37.4
VA-121,"Montgomery County",38.5,114,5.4,33.1
VA-125,"Nelson County",39.8,117,6.0,33.8
VA-127,"New Kent County",42.4,111,4.7,37.7
VA-131,"Northampton County",44.2,114,5.8,38.4
VA-133,"Northumberland County",41.4,111,5.2,36.2
VA-135,"Nottoway County",42.9,117,6.1,36.8
VA-137,"Orange County",40.3,116,6.4,33.9
VA-139,"Page County",37.8,116,7.1,30.7
VA-141,"Patrick County",40.4,114,5.4,35
VA-143,"Pittsylvania County",41.8,114,5.3,36.5
VA-145,"Powhatan County",41.7,113,5.2,36.5
VA-147,"Prince Edward County",42.1,117,5.9,36.2
VA-149,"Prince George County",44.3,115,5.7,38.6
VA-153,"Prince William County",40.0,117,6.8,33.2
VA-155,"Pulaski County",39.2,115,6.3,32.9
VA-157,"Rappahannock County",38.3,115,7.1,31.2
VA-159,"Richmond County",40.9,107,4.7,36.2
VA-161,"Roanoke County",39.2,110,4.8,34.4
VA-163,"Rockbridge County",38.5,112,5.3,33.2
VA-165,"Rockingham County",37.5,115,6.5,31
VA-167,"Russell County",39.7,115,6.3,33.4
VA-169,"Scott County",41.3,115,6.1,35.2
VA-171,"Shenandoah County",37.8,116,7.1,30.7
VA-173,"Smyth County",38.4,114,6.2,32.2
VA-175,"Southampton County",45.1,116,6.1,39
VA-177,"Spotsylvania County",39.9,113,5.7,34.2
VA-179,"Stafford County",40.5,117,6.5,34
VA-181,"Surry County",44.7,115,5.8,38.9
VA-183,"Sussex County",44.7,116,6.2,38.5
VA-185,"Tazewell County",37.5,111,5.9,31.6
VA-187,"Warren County",37.9,115,7.1,30.8
VA-191,"Washington County",40.4,115,6.3,34.1
VA-193,"Westmoreland County",41.2,112,5.5,35.7
VA-195,"Wise County",38.8,112,5.8,33
VA-197,"Wythe County",38.4,113,6.0,32.4
VA-199,"York County",44.6,115,5.6,39
VA-510,"Alexandria City",40.7,117,6.5,34.2
VA-520,"Bristol City",41.7,116,6.3,35.4
VA-530,"Buena Vista City",39.5,111,5.1,34.4
VA-540,"Charlottesville City",41.0,115,6.3,34.7
VA-550,"Chesapeake City",46.5,117,6.4,40.1
VA-570,"Colonial Heights City",43.7,114,5.5,38.2
VA-580,"Covington City",38.9,110,5.2,33.7
VA-590,"Danville City",43.0,114,5.2,37.8
VA-595,"Emporia City",44.9,117,6.5,38.4
VA-600,"Fairfax City",39.6,117,6.6,33
VA-610,"Falls Church City",39.7,117,6.4,33.3
VA-620,"Franklin City",45.4,116,6.1,39.3
VA-630,"Fredericksburg City",40.3,113,6.1,34.2
VA-640,"Galax City",38.6,114,5.8,32.8
VA-650,"Hampton City",45.8,116,5.9,39.9
VA-660,"Harrisonburg City",38.6,115,6.4,32.2
VA-670,"Hopewell City",44.0,114,5.3,38.7
VA-680,"Lynchburg City",40.7,114,5.5,35.2
VA-683,"Manassas City",39.8,116,6.8,33
VA-685,"Manassas Park City",39.8,117,6.8,33
VA-690,"Martinsville City",41.7,114,5.1,36.6
VA-700,"Newport News City",45.5,116,5.8,39.7
VA-710,"Norfolk City",46.8,116,6.3,40.5
VA-720,"Norton City",38.5,111,5.5,33
VA-730,"Petersburg City",43.9,114,5.7,38.2
VA-735,"Poquoson City",45.5,116,5.9,39.6
VA-740,"Portsmouth City",46.8,116,6.1,40.7
VA-750,"Radford City",39.2,115,5.9,33.3
VA-760,"Richmond City",42.3,111,5.1,37.2
VA-770,"Roanoke City",40.5,109,4.7,35.8
VA-775,"Salem City",40.4,110,4.8,35.6
VA-790,"Staunton City",39.2,117,6.7,32.5
VA-800,"Suffolk City",45.9,116,6.1,39.8
VA-810,"Virginia Beach City",46.6,117,6.1,40.5
VA-820,"Waynesboro City",39.4,117,6.6,32.8
VA-830,"Williamsburg City",44.2,114,5.6,38.6
VA-840,"Winchester City",38.2,118,7.8,30.4
WA-001,"Adams County",35.4,117,8.7,26.7
WA-003,"Asotin County",33.8,110,5.9,27.9
WA-005,"Benton County",38.4,118,8.1,30.3
WA-007,"Chelan County",28.4,106,5.0,23.4
WA-009,"Clallam County",39.8,110,3.6,36.2
WA-011,"Clark County",42.9,119,6.0,36.9
WA-013,"Columbia County",34.9,114,6.9,28
WA-015,"Cowlitz County",40.7,112,4.9,35.8
WA-017,"Douglas County",29.7,108,6.3,23.4
WA-019,"Ferry County",26.9,105,6.4,20.5
WA-021,"Franklin County",38.2,119,9.0,29.2
WA-023,"Garfield County",34.5,111,6.2,28.3
WA-025,"Grant County",33.6,113,7.7,25.9
WA-027,"Grays Harbor County",42.4,110,4.4,38
WA-029,"Island County",42.2,107,3.8,38.4
WA-031,"Jefferson County",37.3,104,3.3,34
WA-033,"King County",37.9,108,4.3,33.6
WA-035,"Kitsap County",42.4,113,4.2,38.2
WA-037,"Kittitas County",30.8,108,6.0,24.8
WA-039,"Klickitat County",35.9,117,7.2,28.7
WA-041,"Lewis County",37.6,106,4.0,33.6
WA-043,"Lincoln County",31.5,115,7.4,24.1
WA-045,"Mason County",40.1,113,4.3,35.8
WA-047,"Okanogan County",26.6,103,5.6,21
WA-049,"Pacific County",43.8,115,4.7,39.1
WA-051,"Pend Oreille County",28.2,115,6.9,21.3
WA-053,"Pierce County",37.6,107,4.1,33.5
WA-055,"San Juan County",41.5,96,3.0,38.5
WA-057,"Skagit County",34.2,93,3.2,31
WA-059,"Skamania County",35.4,112,5.1,30.3
WA-061,"Snohomish County",35.3,94,3.3,32
WA-063,"Spokane County",33.5,117,8.0,25.5
WA-065,"Stevens County",29.3,114,7.0,22.3
WA-067,"Thurston County",42.2,114,4.4,37.8
WA-069,"Wahkiakum County",43.5,116,5.1,38.4
WA-071,"Walla Walla County",39.5,117,8.6,30.9
WA-073,"Whatcom County",32.0,91,3.1,28.9
WA-075,"Whitman County",35.8,117,7.5,28.3
WA-077,"Yakima County",33.1,111,6.6,26.5
WV-001,"Barbour County",37.2,119,7.4,29.8
WV-003,"Berkeley County",37.1,115,7.2,29.9
WV-005,"Boone County",39.8,114,6.5,33.3
WV-007,"Braxton County",39.6,118,7.7,31.9
WV-009,"Brooke County",35.2,115,7.0,28.2
WV-011,"Cabell County",39.7,111,6.4,33.3
WV-013,"Calhoun County",38.7,117,7.4,31.3
WV-015,"Clay County",39.3,112,6.7,32.6
WV-017,"Doddridge County",38.1,116,7.7,30.4
WV-019,"Fayette County",36.9,111,5.6,31.3
WV-021,"Gilmer County",39.1,119,7.9,31.2
WV-023,"Grant County",35.2,114,6.4,28.8
WV-025,"Greenbrier County",35.1,113,6.0,29.1
WV-027,"Hampshire County",36.1,113,6.4,29.7
WV-029,"Hancock County",34.1,112,6.4,27.7
WV-031,"Hardy County",35.9,115,6.5,29.4
WV-033,"Harrison County",38.1,117,7.7,30.4
WV-035,"Jackson County",38.8,111,6.8,32
WV-037,"Jefferson County",37.6,116,7.1,30.5
WV-039,"Kanawha County",39.5,111,6.2,33.3
WV-041,"Lewis County",38.8,117,7.6,31.2
WV-043,"Lincoln County",41.0,116,7.0,34
WV-045,"Logan County",40.5,115,6.5,34
WV-047,"McDowell County",38.7,110,5.5,33.2
WV-049,"Marion County",37.0,114,7.1,29.9
WV-051,"Marshall County",35.4,112,6.5,28.9
WV-053,"Mason County",38.1,106,5.8,32.3
WV-055,"Mercer County",36.8,108,4.9,31.9
WV-057,"Mineral County",35.9,111,5.9,30
WV-059,"Mingo County",41.3,116,6.8,34.5
WV-061,"Monongalia County",36.1,114,6.8,29.3
WV-063,"Monroe County",37.1,112,5.7,31.4
WV-065,"Morgan County",36.6,115,7.0,29.6
WV-067,"Nicholas County",37.2,116,6.8,30.4
WV-069,"Ohio County",35.1,114,6.8,28.3
WV-071,"Pendleton County",34.7,114,6.1,28.6
WV-073,"Pleasants County",37.6,116,7.6,30
WV-075,"Pocahontas County",32.1,112,5.6,26.5
WV-077,"Preston County",34.6,116,7.1,27.5
WV-079,"Putnam County",39.3,110,6.2,33.1
WV-081,"Raleigh County",36.8,110,5.5,31.3
WV-083,"Randolph County",33.2,114,6.5,26.7
WV-085,"Ritchie County",38.1,118,7.6,30.5
WV-087,"Roane County",38.9,114,6.9,32
WV-089,"Summers County",37.5,110,5.6,31.9
WV-091,"Taylor County",37.4,116,7.2,30.2
WV-093,"Tucker County",33.4,115,7.0,26.4
WV-095,"Tyler County",37.5,116,7.5,30
WV-097,"Upshur County",37.5,117,7.5,30
WV-099,"Wayne County",41.1,117,7.3,33.8
WV-101,"Webster County",35.8,114,6.7,29.1
WV-103,"Wetzel County",36.6,114,7.1,29.5
WV-105,"Wirt County",38.4,116,7.4,31
WV-107,"Wood County",38.6,117,7.8,30.8
WV-109,"Wyoming County",38.1,109,5.4,32.7
WI-001,"Adams County",23.2,120,9.6,13.6
WI-003,"Ashland County",18.0,120,9.2,8.8
WI-005,"Barron County",18.3,120,9.3,9
WI-007,"Bayfield County",18.2,119,9.6,8.6
WI-009,"Brown County",25.9,124,10.8,15.1
WI-011,"Buffalo County",21.6,115,9.0,12.6
WI-013,"Burnett County",17.6,119,9.5,8.1
WI-015,"Calumet County",25.2,122,10.2,15
WI-017,"Chippewa County",19.4,119,9.1,10.3
WI-019,"Clark County",19.6,120,9.1,10.5
WI-021,"Columbia County",25.3,121,9.7,15.6
WI-023,"Crawford County",24.2,118,8.7,15.5
WI-025,"Dane County",25.7,121,9.0,16.7
WI-027,"Dodge County",24.7,118,8.3,16.4
WI-029,"Door County",25.7,121,9.1,16.6
WI-031,"Douglas County",17.6,120,10.0,7.6
WI-033,"Dunn County",19.6,117,8.9,10.7
WI-035,"Eau Claire County",20.3,119,9.3,11
WI-037,"Florence County",19.0,121,8.6,10.4
WI-039,"Fond du Lac County",25.1,121,9.6,15.5
WI-041,"Forest County",18.6,122,8.9,9.7
WI-043,"Grant County",24.4,115,7.8,16.6
WI-045,"Green County",25.7,117,8.2,17.5
WI-047,"Green Lake County",24.4,121,9.3,15.1
WI-049,"Iowa County",24.6,117,8.5,16.1
WI-051,"Iron County",17.5,121,8.9,8.6
WI-053,"Jackson County",20.4,113,8.7,11.7
WI-055,"Jefferson County",26.1,118,8.4,17.7
WI-057,"Juneau County",22.2,119,8.8,13.4
WI-059,"Kenosha County",28.4,120,8.3,20.1
WI-061,"Kewaunee County",26.0,125,10.0,16
WI-063,"La Crosse County",21.6,111,7.8,13.8
WI-065,"Lafayette County",25.3,117,8.3,17
WI-067,"Langlade County",19.6,122,9.7,9.9
WI-069,"Lincoln County",18.9,121,9.1,9.8
WI-071,"Manitowoc County",26.2,122,9.9,16.3
WI-073,"Marathon County",20.5,122,9.7,10.8
WI-075,"Marinette County",22.4,122,9.2,13.2
WI-077,"Marquette County",24.3,121,9.6,14.7
WI-078,"Menominee County",22.5,122,10.7,11.8
WI-079,"Milwaukee County",28.7,121,9.0,19.7
WI-081,"Monroe County",20.6,109,7.7,12.9
WI-083,"Oconto County",23.8,123,10.4,13.4
WI-085,"Oneida County",18.2,121,8.8,9.4
WI-087,"Outagamie County",24.9,123,10.6,14.3
WI-089,"Ozaukee County",27.2,121,8.9,18.3
WI-091,"Pepin County",20.9,115,8.7,12.2
WI-093,"Pierce County",19.5,112,8.4,11.1
WI-095,"Polk County",18.4,119,9.4,9
WI-097,"Portage County",22.2,121,9.9,12.3
WI-099,"Price County",18.0,122,9.3,8.7
WI-101,"Racine County",28.2,120,8.6,19.6
WI-103,"Richland County",24.0,117,8.7,15.3
WI-105,"Rock County",26.0,115,7.7,18.3
WI-107,"Rusk County",18.7,121,9.3,9.4
WI-109,"St. Croix County",19.3,116,9.1,10.2
WI-111,"Sauk County",24.4,120,9.2,15.2
WI-113,"Sawyer County",17.9,121,10.1,7.8
WI-115,"Shawano County",23.3,123,10.9,12.4
WI-117,"Sheboygan County",26.5,122,9.6,16.9
WI-119,"Taylor County",18.7,121,9.1,9.6
WI-121,"Trempealeau County",21.4,115,9.1,12.3
WI-123,"Vernon County",22.0,115,7.9,14.1
WI-125,"Vilas County",17.7,121,8.8,8.9
WI-127,"Walworth County",26.9,119,8.5,18.4
WI-129,"Washburn County",17.8,120,9.9,7.9
WI-131,"Washington County",24.8,118,8.3,16.5
WI-133,"Waukesha County",26.6,120,8.9,17.7
WI-135,"Waupaca County",23.6,121,10.2,13.4
WI-137,"Waushara County",23.6,121,9.8,13.8
WI-139,"Winnebago County",24.8,122,9.8,15
WI-141,"Wood County",21.0,119,8.9,12.1
WY-001,"Albany County",24.1,104,4.6,19.5
WY-003,"Big Horn County",26.2,121,10.0,16.2
WY-005,"Campbell County",26.7,113,7.3,19.4
WY-007,"Carbon County",22.5,98,3.7,18.8
WY-009,"Converse County",27.4,111,6.1,21.3
WY-011,"Crook County",25.5,103,6.8,18.7
WY-013,"Fremont County",21.6,99,4.5,17.1
WY-015,"Goshen County",31.3,119,7.1,24.2
WY-017,"Hot Springs County",25.1,110,6.2,18.9
WY-019,"Johnson County",26.9,112,6.7,20.2
WY-021,"Laramie County",30.8,116,6.1,24.7
WY-023,"Lincoln County",19.8,94,3.8,16
WY-025,"Natrona County",24.6,103,4.6,20
WY-027,"Niobrara County",26.8,106,6.1,20.7
WY-029,"Park County",23.7,116,6.6,17.1
WY-031,"Platte County",30.3,113,6.1,24.2
WY-033,"Sheridan County",26.2,113,7.7,18.5
WY-035,"Sublette County",15.5,92,3.0,12.5
WY-037,"Sweetwater County",20.9,90,3.3,17.6
WY-039,"Teton County",19.6,117,5.6,14
WY-041,"Uinta County",20.7,83,2.5,18.2
WY-043,"Washakie County",26.3,118,8.3,18
WY-045,"Weston County",25.8,112,7.1,18.7
AK-013,"Aleutians East Borough",19.7,15,-5.5,25.2
AK-016,"Aleutians West Census Area",26.8,20,-2.7,29.5
AK-020,"Anchorage Municipality",3.0,6,-12.0,15
AK-050,"Bethel Census Area",-5.0,8,-12.1,7.1
AK-060,"Bristol Bay Borough",-0.2,6,-16.0,15.8
AK-068,"Denali Borough",-11.0,9,-11.8,0.8
AK-070,"Dillingham Census Area",-0.3,8,-12.2,11.9
AK-090,"Fairbanks North Star Borough",-13.8,15,-10.6,-3.2
AK-100,"Haines Borough",12.7,22,-3.1,15.8
AK-105,"Hoonah-Angoon Census Area",19.5,27,-2.3,21.8
AK-110,"Juneau City and Borough",15.5,31,-1.6,17.1
AK-122,"Kenai Peninsula Borough",3.9,6,-12.4,16.3
AK-130,"Ketchikan Gateway Borough",23.8,23,-2.5,26.3
AK-150,"Kodiak Island Borough",14.9,9,-9.6,24.5
AK-158,"Kusilvak Census Area",-4.2,12,-10.1,5.9
AK-164,"Lake and Peninsula Borough",2.8,5,-14.0,16.8
AK-170,"Matanuska-Susitna Borough",-5.1,6,-12.5,7.4
AK-180,"Nome Census Area",-4.6,22,-5.2,0.6
AK-185,"North Slope Borough",-17.7,22,-4.4,-13.3
AK-188,"Northwest Arctic Borough",-9.9,29,-3.2,-6.7
AK-195,"Petersburg Borough",19.8,28,-2.0,21.8
AK-198,"Prince of Wales-Hyder Census Area",27.8,24,-2.5,30.3
AK-220,"Sitka City and Borough",24.6,27,-2.1,26.7
AK-230,"Skagway Municipality",9.4,28,-2.7,12.1
AK-240,"Southeast Fairbanks Census Area",-16.7,21,-9.8,-6.9
AK-261,"Valdez-Cordova Census Area",-4.8,9,-9.7,4.9
AK-275,"Wrangell City and Borough",23.6,27,-2.1,25.7
AK-282,"Yakutat City and Borough",11.9,14,-5.3,17.2
AK-290,"Yukon-Koyukuk Census Area",-16.2,17,-9.1,-7.1
